Frame,CoM_X,CoM_Y,L_Elbow,R_Elbow,Velocity
496,435.39008,1029.1353,143.34155,136.58585,2.4552062
497,435.5163,1029.0443,142.04137,139.05617,1.0372484
498,436.50366,1028.4788,141.44199,134.99612,7.5856547
499,438.27753,1027.1743,138.04639,135.21819,14.678934
500,440.55737,1025.5251,139.07721,131.04588,18.75848
501,443.14062,1023.95886,126.27178,133.15219,20.139818
502,446.07886,1021.4012,93.62757,124.421295,25.969986
503,448.09088,1020.2777,141.97798,117.035,15.3630295
504,450.43042,1018.5781,97.403114,120.53609,19.27804
505,452.93384,1016.8407,82.734116,121.25774,20.315086
506,455.5258,1015.1554,69.20407,124.72475,20.611176
507,458.80145,1013.98645,78.97984,139.77248,23.186409
508,462.40973,1011.6464,74.94669,148.12062,28.670914
